Ticket Number,Issued Date,Location,Violation Code,Violation Description,Fine Level 1,Camera ID
"8,000,000,629",11/06/2024 11:22:00,1417 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,626",11/06/2024 11:22:12,1436 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,631",11/06/2024 11:25:16,1429 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,632",11/06/2024 11:25:18,1421 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,633",11/06/2024 11:25:19,1421 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,635",11/06/2024 11:31:33,1410 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,636",11/06/2024 11:31:45,1424 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,638",11/06/2024 11:35:01,1550 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,640",11/06/2024 11:37:38,1504 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,642",11/06/2024 11:38:51,1100 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,641",11/06/2024 11:40:38,1312 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,643",11/06/2024 11:40:50,1260 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,644",11/06/2024 11:45:59,814 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,645",11/06/2024 11:55:40,1421 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,647",11/06/2024 11:55:56,1349 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,648",11/06/2024 11:55:58,1347 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,649",11/06/2024 12:08:08,13 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,650",11/06/2024 12:08:11,13 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,651",11/06/2024 12:08:21,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,652",11/06/2024 12:09:24,101 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,653",11/06/2024 12:09:27,101 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,656",11/06/2024 12:09:31,110 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,657",11/06/2024 12:19:02,1016 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,658",11/06/2024 12:21:17,1245 N DEARBORN PKWY,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,659",11/06/2024 12:22:19,1335 N DEARBORN PKWY,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,660",11/06/2024 12:23:09,1400 N DEARBORN PKWY,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3904
"8,000,000,663",11/06/2024 13:12:41,1017 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,664",11/06/2024 13:14:15,913 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,665",11/06/2024 13:22:31,111 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,666",11/06/2024 13:22:32,111 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,667",11/06/2024 13:22:34,121 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,668",11/06/2024 13:22:37,121 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,669",11/06/2024 13:23:09,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,671",11/06/2024 13:23:14,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,672",11/06/2024 13:30:10,1 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,674",11/06/2024 13:30:23,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,675",11/06/2024 13:31:33,116 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,676",11/06/2024 13:31:34,118 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,677",11/06/2024 13:31:39,126 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,678",11/06/2024 13:34:17,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,679",11/06/2024 13:37:15,2 N CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,685",11/06/2024 13:37:40,115 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,680",11/06/2024 13:37:42,115 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,681",11/06/2024 13:37:45,115 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,683",11/06/2024 13:39:40,444 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,686",11/06/2024 13:39:46,444 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,687",11/06/2024 13:43:25,606 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,688",11/06/2024 13:43:28,612 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,689",11/06/2024 13:45:06,111 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,690",11/06/2024 13:46:11,1100 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,691",11/06/2024 13:46:12,1100 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,693",11/06/2024 13:46:20,1122 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,694",11/06/2024 13:46:23,21 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,692",11/06/2024 13:46:25,19 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,695",11/06/2024 13:48:54,30 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,696",11/06/2024 13:48:56,30 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,705",11/06/2024 13:49:10,28 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,698",11/06/2024 13:49:14,24 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,702",11/06/2024 13:51:56,158 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,700",11/06/2024 13:51:59,158 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,706",11/06/2024 13:52:02,108 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,703",11/06/2024 13:52:04,112 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,704",11/06/2024 13:52:06,118 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,712",11/06/2024 14:08:46,169 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,713",11/06/2024 14:09:21,111 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,715",11/06/2024 14:10:12,1111 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,716",11/06/2024 14:22:35,108 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,717",11/06/2024 14:22:45,431 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,718",11/06/2024 14:22:53,417 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,720",11/06/2024 14:22:55,417 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,719",11/06/2024 14:29:01,108 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3603
"8,000,000,721",11/06/2024 14:31:37,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,723",11/07/2024 07:19:35,18 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,724",11/07/2024 07:20:37,19 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,725",11/07/2024 07:21:38,6 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,735",11/07/2024 07:22:24,115 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,736",11/07/2024 07:24:49,460 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,726",11/07/2024 07:29:20,319 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,727",11/07/2024 07:29:37,225 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,728",11/07/2024 07:29:38,225 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,732",11/07/2024 07:32:21,45 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,738",11/07/2024 07:35:02,851 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,739",11/07/2024 07:36:38,691 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,740",11/07/2024 07:36:50,685 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,741",11/07/2024 07:39:27,311 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,742",11/07/2024 07:39:39,233 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,745",11/07/2024 08:04:28,58 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,746",11/07/2024 08:05:17,200 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,747",11/07/2024 08:05:50,6 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,748",11/07/2024 08:05:52,10 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,749",11/07/2024 08:08:45,202 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,750",11/07/2024 08:14:39,1111 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,752",11/07/2024 08:19:42,30 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,753",11/07/2024 08:19:43,30 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,755",11/07/2024 08:20:25,8 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,756",11/07/2024 08:20:51,18 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,757",11/07/2024 08:21:58,48 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3601
"8,000,000,759",11/07/2024 08:22:28,943 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,758",11/07/2024 08:22:46,853 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,760",11/07/2024 08:22:58,851 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,777",11/07/2024 08:23:03,845 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,762",11/07/2024 08:23:14,845 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
"8,000,000,763",11/07/2024 08:23:18,845 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,,FI3602
